10645.9	9916.8	15115.7	11087.3	8659.1	16490.6	10838	7257.9	25811.7	7773.7	34483.2	20183.2	22279.9	20301.3	12234	13743	17067.4	15200.2	11859.9	18674.2	10726.5	5649.4	16362.4	11029.3	9422.4	15213.2	10369.4	6225.5	12100.9	12148.9	18317.3	21516.1	12130.9	17663.6	10098.4	17870.6	8270.7	24958.7	16960.5	13595	9067.3	12436.2	9303.5	15302.1	18977.7	14659.8	18112.1	12876.6	16017.9	9512.5
16494.9	13113.7	19326.5	14731	11002.8	23017.6	11725	10792.9	22878.1	10117.2	25624.3	18213.9	21341.7	20948.4	13461.2	13351.7	14692.7	20246.1	13595.8	19371.3	14775.9	10498.1	19891.2	15634.1	13916.8	13140.5	13725.3	12658.7	16576.3	16245.4	20679.5	23100.1	13410.5	18606.9	12726.5	22209.8	9854.9	27221.7	17796.5	12076.5	15511.2	13143.3	13865.1	14480.3	18995.2	13232.8	15168.9	14179.2	18403	18498.9
16173.5	14360.3	18159.3	15059	12064.9	22829.1	12640.2	11147.3	21966.1	10505.6	21632.9	16697.9	19530.6	20278.9	13464.9	13840	13762.5	20122.2	14691	18712.8	15592.9	11470.8	18070.6	15431.1	13750.3	12758.3	13589.9	13620.2	15503.6	16341.5	19904.2	20593.1	13039.9	17392.7	13787.4	20852.2	9745.8	24278.2	17944.2	12284.5	15729.6	13226.9	14570.1	13945.6	18332.9	14230.7	14902.8	13200.5	18872.8	19081.4
10379.7	10047.9	9756	10789.5	12623.4	7317	11617.4	15589.8	7161	16516.2	8600.1	10816.9	9234.4	7940.2	12763.3	11738	13098.5	8120.7	9945.7	8938.1	10489.2	14347.7	10525.6	11288.1	13242	13048	13654	11758.1	12450.7	9890.8	8097.7	8865.7	13619.9	10265.1	11094.7	8475.7	18617.3	7312.7	8853.4	13159.1	11127.7	13371.4	10872.1	12299.6	9122.4	10520.2	10842.5	14874.3	8036.4	8306.1
9077.1	5274.8	7067.1	6216.4	5471	3967.8	5398.6	8686.3	3779.3	7610.8	5732.8	5905.4	5025.8	4564.5	5826.1	4047	6298.1	4883.8	4510.8	4703.4	4436.7	8000.2	7128	7144.4	7798.2	6770.3	6247.6	8651.1	7863.2	6487.7	5630.5	6637.1	7232.6	5923	4761.5	5449.6	10414.4	5633.6	4085.5	5331.9	6831.5	4835.5	6491.7	6428.3	4674.2	3267.1	4934.4	7488.4	4267	7107.4
4873.1	2919.6	4312.4	3622.7	3038.4	3051.6	2833.3	4620.5	2531.3	4114.7	3641.6	3625.7	3406.3	2954.9	3476.9	2600.4	3624.5	3288.3	2621.2	3086.1	3024.8	4402.8	4580.3	4270.4	4654.7	3476.6	4054.7	4690.1	4942.9	3743.7	3403.5	4190	4060.1	3733.8	2857.6	3738.8	5015.3	3802.4	2697.2	2939.8	4359.8	3164.8	3702.1	3579.1	3042.6	2097.8	2846.7	4556.9	2719.9	4290.5
2950.4	1825.5	2953.5	2418.2	2010.8	2423.9	1766.9	3041.7	1818.4	2814.8	2631.7	2626.1	2604.6	2078	2500.8	1987.1	2584.3	2364.5	1731.7	2255.8	2321	2886.3	3365.5	2936.3	3301	2220.9	3160.8	2881.1	3656.3	2427.9	2237.3	2943.4	2795.8	2707.6	1979.8	2780	3180.8	2723.9	1975.9	2007.1	3132.9	2518	2402.7	2420	2223.5	1571.5	1953.6	3457.9	1872.6	2713.4
2345.3	1420.1	2323.1	1890.9	1544.1	1978.7	1328	2364	1388.3	2148.4	1954.6	1971.1	1996.6	1607	1902.8	1498.7	1903.7	1891.6	1328.9	1740.4	1845.1	2315.5	2637.6	2319.6	2606.5	1619.8	2474.2	2353.3	2884	1905.6	1740.1	2282.7	2116.1	2079.4	1535.7	2209.8	2373.8	2142.3	1525.1	1474	2546.6	1916.2	1900.5	1801.5	1705.4	1176.7	1440.8	2629.5	1462.2	2253.8
2647.7	1535.3	2455.5	2052.1	1758	1691.9	1549.9	2911.6	1315.4	2670.9	2069.2	2175.5	2006.5	1573.7	2148.2	1589.1	2268.7	1787.2	1409.5	1738.1	1805.5	2679.2	2785.2	2520.8	2932.7	2037.5	2688.5	2622.5	3161.8	2046.1	1773	2366.5	2525.4	2207.3	1631.3	2122.3	3287.7	2046	1498.1	1762.8	2617.7	2077.6	2065.6	2131.6	1722.1	1211.1	1626.1	3093.2	1420.7	2212.9
5806.1	4439.4	3366.3	3962.1	4165.3	2343.9	3753	5621	1669.8	4515.8	1435.4	2041.5	1797.5	2217.8	2887.9	2088.2	2199.4	2915.6	3277.4	2168.4	2995.6	7181.8	2796.3	4084	4332.2	2832.2	3113.9	8392.6	3468.6	4075.2	2904.4	2440.6	3296.8	2398.8	3487.4	2523.3	5073.7	2166	2188.1	2547	4627.2	2244.6	4884.2	2702.8	2098.4	1900.2	2123.4	2741.7	2682.2	6249.9
2621.9	3484.6	5149.7	4157.3	3769.5	9086.3	3954.9	2721.9	11211.4	3454.5	12715.6	8640.5	10728.1	8185.5	5913.7	8729.2	7580.6	6443.1	4963.4	8535.7	6379.9	2174.1	6578.1	4160.1	3945.7	5237.9	5973.8	1817.1	5208.6	3993.3	5848	7369.5	4910.5	7498.7	4835.8	7658.6	2779.3	8782.1	8460	6211.3	3893.5	8347.9	3287.8	5926.9	8764.4	9497	7752.8	6455.8	6615.9	2680.9
